document_id,source_url,dataset_name,version,license,license_url,attribution,real_or_synthetic,document_type,download_status
synthetic-010,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,serif_letterhead; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line,generated: synthetic-010.png
synthetic-011,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,narrow_receipt; tax=cgst_sgst,generated: synthetic-011.png
synthetic-012,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=igst,generated: synthetic-012.png
synthetic-013,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,classic_table; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line,generated: synthetic-013.png
synthetic-014,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,boxed_gst; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-014.png
synthetic-015,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,serif_letterhead; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line,generated: synthetic-015.png
synthetic-016,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,narrow_receipt; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-016.png
synthetic-017,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line,generated: synthetic-017.png
synthetic-018,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,minimal_cash_memo; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-018.png
synthetic-019,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line,generated: synthetic-019.png
synthetic-020,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,classic_table; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-020.png
synthetic-021,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,classic_table; tax=none; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line,generated: synthetic-021.png
synthetic-022,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,boxed_gst; tax=none,generated: synthetic-022.png
synthetic-023,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,serif_letterhead; tax=none; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-023.png
synthetic-024,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,narrow_receipt; tax=none; values on the NEXT line,generated: synthetic-024.png
synthetic-025,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=none; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-025.png
synthetic-026,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,minimal_cash_memo; tax=none,generated: synthetic-026.png
synthetic-027,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,serif_letterhead; tax=igst; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-027.png
synthetic-028,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,narrow_receipt; tax=cgst_sgst,generated: synthetic-028.png
synthetic-029,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=igst; SUB TOTAL and GRAND TOTAL both printed,generated: synthetic-029.png
synthetic-030,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,minimal_cash_memo; tax=cgst_sgst,generated: synthetic-030.png
synthetic-031,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,boxed_gst; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed; two different totals,generated: synthetic-031.png
synthetic-032,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,serif_letterhead; tax=igst; two different totals,generated: synthetic-032.png
synthetic-033,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,narrow_receipt; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed; two different totals,generated: synthetic-033.png
synthetic-034,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=igst; two different totals,generated: synthetic-034.png
synthetic-035,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,narrow_receipt; tax=igst; SUB TOTAL and GRAND TOTAL both printed; degraded=moderate,generated: synthetic-035.png
synthetic-036,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=cgst_sgst; degraded=moderate,generated: synthetic-036.png
synthetic-037,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,minimal_cash_memo; tax=igst; SUB TOTAL and GRAND TOTAL both printed; degraded=moderate,generated: synthetic-037.png
synthetic-038,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=cgst_sgst; degraded=severe,generated: synthetic-038.png
synthetic-039,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,classic_table; tax=igst; SUB TOTAL and GRAND TOTAL both printed; degraded=severe,generated: synthetic-039.png
synthetic-040,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,boxed_gst; tax=cgst_sgst; degraded=severe,generated: synthetic-040.png
synthetic-041,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,stacked_labels; tax=igst,generated: synthetic-041.png
synthetic-042,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,minimal_cash_memo; tax=igst,generated: synthetic-042.png
synthetic-043,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=igst,generated: synthetic-043.png
synthetic-044,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,classic_table; tax=igst,generated: synthetic-044.png
synthetic-045,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line; 3 pages,generated: synthetic-045.pdf
synthetic-046,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed; 3 pages,generated: synthetic-046.pdf
synthetic-047,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=igst; SUB TOTAL and GRAND TOTAL both printed; values on the NEXT line; 3 pages,generated: synthetic-047.pdf
synthetic-048,generated by scripts/build_problem1_corpus.py:20260815,accountant-dad problem1 synthetic corpus,seed=20260815,"CC0-1.0 (generated here, no third-party content)",https://creativecommons.org/publicdomain/zero/1.0/,accountant-dad,synthetic,multipage_continuation; tax=cgst_sgst; SUB TOTAL and GRAND TOTAL both printed; 3 pages,generated: synthetic-048.pdf
rejected-mychen76-invoices-and-receipts_ocr_v1,https://huggingface.co/datasets/mychen76/invoices-and-receipts_ocr_v1,mychen76/invoices-and-receipts_ocr_v1,83835c87346de32ac9223bdce5264e69ef3366ad,NONE DECLARED,,,real-public,not-downloaded,"rejected: no licence anywhere. The API returns no license tag and no cardData.license, and the card body is the unedited HuggingFace stub 'More Information needed'. Unclear licence, so not downloaded"
rejected-philschmid-ocr-invoice-data,https://huggingface.co/datasets/philschmid/ocr-invoice-data,philschmid/ocr-invoice-data,1e11a9e69e6ef122dc2ad718e29b160003d6f287,NONE DECLARED,,,real-public,not-downloaded,"rejected: no licence declared, same as mychen76 above. It is also the SAME DATA - identical parquet filenames and identical split byte counts (2043/125/70 rows, 511196143 bytes) - so it could not have supplied independent documents even had it been licensed"
rejected-GokulRajaR-invoice-ocr-json,https://huggingface.co/datasets/GokulRajaR/invoice-ocr-json,GokulRajaR/invoice-ocr-json,284480bf13f2f91d90451fe4fe7138c11a7efac4,UNCLEAR,,,real-public,not-downloaded,"rejected: the card says 'CC BY-SA 4.0 (or appropriate open-source license used by the base dataset)'. A licence with 'or appropriate' in it names no licence, and the API carries no license tag to settle it. Second, independent reason: its annotations were generated by GPT-4o mini with only spot-checking, so they are an EXTRACTOR'S OUTPUT and are barred from being ground truth here"
rejected-longmaodata-Invoice-annotation,https://huggingface.co/datasets/longmaodata/Invoice-annotation,longmaodata/Invoice-annotation,unknown,UNKNOWN - not readable without an account,,,real-public,not-downloaded,"rejected: the dataset API answers HTTP 401 Unauthorized, so the card and its licence cannot be read without signing in. Logging in was out of scope, and an unreadable licence is an unclear licence"
rejected-cbic-draft-formats-under-invoice-rules,https://cbic-gst.gov.in/aces/Documents/draft-formats-under-invoice-rules.pdf,"CBIC GST portal, draft formats under invoice rules",sha256:0d2b4fb800381a0c263c1ac4c4cf0bd9d9a75363dc6ec5aee59e6a72b5520735,"UNCLEAR - copyright asserted, no reuse grant found",https://cbic-gst.gov.in/terms.html,,real-public,not-downloaded,"rejected: the file itself is public and robots.txt allows fetching (User-agent: * / Disallow:), and it WAS fetched to read - 4 pages, 88824 bytes, a blank Form GST INV-1 template. But the site asserts '(c) 2020. Central Board of Indirect Taxes and Customs' and neither terms.html nor the disclaimer grants any right to reproduce or redistribute; the only permission given is to hyperlink. Redistributing a copy in a corpus is not hyperlinking, so it is not in the corpus"
